League,Season,URL,Home,Away,Date,Final_Result,HT_Result,1X2_Close_1,1X2_Close_X,1X2_Close_2,1X2_Open_1,1X2_Open_X,1X2_Open_2,OU_2_Over_Close,OU_2_Under_Close,OU_2_Over_Open,OU_2_Under_Open,OU_2_25_Over_Close,OU_2_25_Under_Close,OU_2_25_Over_Open,OU_2_25_Under_Open,OU_2_5_Over_Close,OU_2_5_Under_Close,OU_2_5_Over_Open,OU_2_5_Under_Open,OU_2_75_Over_Close,OU_2_75_Under_Close,OU_2_75_Over_Open,OU_2_75_Under_Open,OU_3_Over_Close,OU_3_Under_Close,OU_3_Over_Open,OU_3_Under_Open,AH_0_Home_Close,AH_0_Away_Close,AH_0_Home_Open,AH_0_Away_Open,AH_minus_0_25_Home_Close,AH_minus_0_25_Away_Close,AH_minus_0_25_Home_Open,AH_minus_0_25_Away_Open,AH_minus_0_5_Home_Close,AH_minus_0_5_Away_Close,AH_minus_0_5_Home_Open,AH_minus_0_5_Away_Open,AH_minus_0_75_Home_Close,AH_minus_0_75_Away_Close,AH_minus_0_75_Home_Open,AH_minus_0_75_Away_Open,AH_minus_1_Home_Close,AH_minus_1_Away_Close,AH_minus_1_Home_Open,AH_minus_1_Away_Open,AH_minus_1_25_Home_Close,AH_minus_1_25_Away_Close,AH_minus_1_25_Home_Open,AH_minus_1_25_Away_Open,AH_plus_0_25_Home_Close,AH_plus_0_25_Away_Close,AH_plus_0_25_Home_Open,AH_plus_0_25_Away_Open,AH_plus_0_5_Home_Close,AH_plus_0_5_Away_Close,AH_plus_0_5_Home_Open,AH_plus_0_5_Away_Open,AH_plus_0_75_Home_Close,AH_plus_0_75_Away_Close,AH_plus_0_75_Home_Open,AH_plus_0_75_Away_Open,AH_plus_1_Home_Close,AH_plus_1_Away_Close,AH_plus_1_Home_Open,AH_plus_1_Away_Open,AH_plus_1_25_Home_Close,AH_plus_1_25_Away_Close,AH_plus_1_25_Home_Open,AH_plus_1_25_Away_Open,BTTS_Yes_Close,BTTS_No_Close,BTTS_Yes_Open,BTTS_No_Open
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/novigrad-sesvete-WKWpx182/,Novigrad,Sesvete,27 Sep 2017,2:3,1:2,2.17,3.19,3.19,,3.30,3.20,1.70,2.03,1.70,2.03,,,,,2.28,1.56,2.30,1.60,,,,,3.40,1.27,110.00,110.00,1.60,2.18,1.20,2.29,1.93,1.88,1.54,1.86,,,,,,,,,3.60,1.25,,,,,,,,,,,,,,,,,,,1.11,5.50,,,,,,,2.00,1.73,1.96,1.76
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/solin-hajduk-split-dt9Vmb7E/,Solin,Hajduk Split 2,07 Oct 2017,1:0,0:0,2.59,3.00,2.63,,3.10,2.66,,,,,,,,,2.38,1.52,2.38,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/kustosija-hajduk-split-UXowpk6t/,Kustosija,Hajduk Split 2,14 Oct 2017,1:0,,5.95,3.74,1.46,6.30,3.90,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,1.17,,1.17
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/hnk-gorica-dugopolje-Gn5x9sNI/,Gorica,Dugopolje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/lucko-sibenik-6Hofd4wD/,Lucko,Sibenik,19 Aug 2017,1:0,,2.02,3.28,3.28,,3.30,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,3.28,,3.30
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/istra-1961-varazdin-OxCsGEaR/,Istra 1961,Varazdin,30 May 2018,3:1,0:1,1.95,3.62,4.00,,3.38,4.08,1.49,2.59,1.44,2.45,,,,,2.05,1.74,1.86,1.86,,,,,2.86,1.41,2.49,1.39,1.50,2.52,1.19,2.68,1.82,1.97,1.46,2.08,2.10,1.70,1.74,1.80,2.42,1.52,1.74,1.58,3.16,1.37,3.70,1.16,3.70,1.26,3.27,1.30,1.40,2.85,1.14,3.21,1.32,3.30,1.12,3.75,1.21,4.15,1.06,5.00,1.11,6.63,1.09,8.33,1.10,7.00,1.08,9.16,1.85,1.93,1.70,2.06
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sibenik-lucko-AwCLfoG5/,Sibenik,Lucko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/solin-hnk-gorica-nsWiu6GI/,Solin,Gorica,28 Mar 2018,1:1,1:0,2.78,2.52,2.08,2.52,2.99,2.60,,,,,,,,,2.06,1.70,2.42,1.37,,,,,3.30,1.29,,,2.10,1.53,,,,,,,,,,,,,,,4.20,1.18,,,,,,,,,,,,,,,,,,,1.16,4.50,,,,,,,2.07,1.58,2.23,1.58
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sibenik-lucko-b7jsq9Ln/,Sibenik,Lucko,14 Oct 2017,0:0,0:0,2.02,3.20,3.28,,3.28,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,2.34,,2.38
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/varazdin-sibenik-vgzqCnot/,Varazdin,Sibenik,07 Apr 2018,4:3,2:1,1.77,3.32,3.82,,,3.66,1.55,2.15,1.55,2.15,,,,,2.19,1.61,2.04,1.61,,,,,,,,,1.33,3.00,,,,,,,,,,,,,,,2.43,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.76,,1.78
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/hajduk-split-sibenik-Wf5b8Plb/,Hajduk Split 2,Sibenik,05 Nov 2017,0:1,0:0,1.64,3.38,4.90,,3.66,5.05,,,,,,,,,2.05,1.71,2.05,1.75,,,,,,,,,1.25,3.74,,,,,,,,,,,1.88,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,1.67,1.92,1.80
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sibenik-hnk-gorica-WbJGD58m/,Sibenik,Gorica,26 Aug 2017,1:2,0:0,2.48,3.02,2.63,,3.10,3.18,,,,,,,,,2.25,1.60,2.30,1.60,,,,,,,,,1.78,1.94,,,2.08,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.73,1.97,1.76
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sesvete-dugopolje-WbeAPNOd/,Sesvete,Dugopolje,23 Sep 2017,0:1,0:1,1.86,3.26,3.76,1.86,3.30,3.74,,,,,,,,,2.03,1.74,2.05,1.75,,,,,,,,,1.40,2.75,,,,,,,1.93,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dragovoljac-sibenik-tndjNn0J/,Dragovoljac,Sibenik,17 Mar 2018,1:1,1:1,2.20,3.07,2.97,,,2.97,1.43,2.37,1.43,2.37,,,,,1.90,1.74,1.90,1.74,,,,,2.45,1.37,2.45,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.95,,1.95
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sibenik-dragovoljac-tWJGSmy6/,Sibenik,Dragovoljac,11 Oct 2017,3:1,1:0,1.53,3.78,5.85,,,3.44,1.64,2.12,1.63,2.14,,,,,2.19,1.60,2.20,1.65,,,,,3.20,1.30,1.82,1.82,1.17,4.54,1.01,7.04,,,,,,,,,,,,,2.01,1.67,2.60,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/varazdin-dugopolje-bJlX8yyG/,Varazdin,Dugopolje,21 Apr 2018,2:0,0:0,1.63,3.58,5.10,,3.20,3.56,1.57,2.21,1.57,2.21,,,,,2.11,1.65,2.10,1.65,,,,,,,,,1.30,3.40,,,,,,,1.77,2.02,,,,,,,2.18,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,1.73,1.92,1.80
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dragovoljac-varazdin-O2kPXuVD/,Dragovoljac,Varazdin,19 May 2018,0:1,0:0,2.69,2.70,2.87,,3.18,3.17,1.37,2.59,1.35,2.63,,,,,1.84,1.90,1.81,1.90,,,,,2.38,1.47,2.32,1.50,1.83,1.94,1.27,2.07,2.25,1.63,1.40,1.73,,,,,,,,,4.10,1.20,5.00,1.17,,,,,,,,,,,,,,,,,1.17,4.40,1.14,3.53,,,,,1.65,2.21,1.64,2.15
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dugopolje-dinamo-zagreb-trGLDKwr/,Dugopolje,NK Dinamo Zagreb 2,12 May 2018,2:0,1:0,2.61,3.34,2.46,,3.20,2.74,1.38,2.53,1.38,2.53,,,,,1.88,1.86,1.90,1.90,,,,,2.41,1.46,2.24,2.24,,,,,,,,,,,,,,,,,3.60,1.25,,,,,,,,,,,,,,,,,,,1.16,4.60,,,,,,,1.70,2.12,1.67,2.12
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dragovoljac-dinamo-zagreb-655UhPpI/,Dragovoljac,NK Dinamo Zagreb 2,07 Apr 2018,1:2,,2.77,3.03,2.38,,3.10,2.29,1.55,2.15,1.55,2.14,,,,,2.11,1.65,2.04,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,1.83,,1.82
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sibenik-kustosija-lpysL2o8/,Sibenik,Kustosija,09 May 2018,2:3,2:1,1.96,3.38,3.50,,3.32,3.48,1.41,2.43,1.42,2.42,,,,,1.93,1.80,1.91,1.80,,,,,2.44,1.41,2.46,1.40,1.44,2.67,1.04,2.62,,,,,2.02,1.77,1.20,1.79,,,,,2.71,1.40,3.85,1.25,,,,,,,,,,,,,,,,,,,,,,,,,1.85,2.00,1.75,1.98
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sesvete-novigrad-WnDHeR0a/,Sesvete,Novigrad,03 Apr 2018,5:0,2:0,1.65,2.52,3.98,,3.50,5.10,1.27,3.40,1.53,2.34,,,,,1.65,2.12,2.00,1.80,,,,,1.97,1.74,2.80,1.38,1.36,2.76,1.14,3.05,,,,,,,,,,,,,2.20,1.62,2.37,1.33,,,,,,,,,,,,,,,,,,,,,,,,,1.67,2.20,1.96,1.76
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dinamo-zagreb-kustosija-Otxe9pVb/,NK Dinamo Zagreb 2,Kustosija,15 Apr 2018,4:0,4:0,1.43,4.46,6.05,1.55,3.86,5.80,,,,,,,,,1.73,2.02,1.80,1.91,,,,,2.19,1.53,2.24,1.48,1.13,3.86,,,,,,,,,,,,,,,1.77,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,1.80,,1.80
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dinamo-zagreb-sibenik-WAg0kjvQ/,NK Dinamo Zagreb 2,Sibenik,24 Mar 2018,2:0,1:0,1.50,3.62,6.00,1.51,3.60,5.95,1.60,2.20,1.60,2.20,,,,,2.19,1.62,2.10,1.65,,,,,3.00,1.33,3.00,1.33,1.20,4.32,,,,,,,,,,,,,,,1.95,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30,1.57,2.23,1.60
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dragovoljac-novigrad-6ws2vozI/,Dragovoljac,Novigrad,20 Oct 2017,2:1,0:0,1.49,3.22,5.05,,3.66,3.92,1.76,1.95,1.77,1.94,,,,,2.34,1.54,2.38,1.55,,,,,3.60,1.24,3.60,1.24,1.12,5.30,,,,,,,1.50,2.50,,,,,,,1.87,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.57,2.12,1.65
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sesvete-solin-xbkorTzg/,Sesvete,Solin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/novigrad-sibenik-jsR3Vkim/,Novigrad,Sibenik,07 Oct 2017,1:2,0:0,1.97,3.10,3.76,,,3.84,1.83,1.98,1.83,1.98,,,,,2.38,1.52,,,,,,,,,,,1.45,2.63,1.09,2.66,,,,,2.02,1.77,1.02,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,1.67,2.07,1.68
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/lucko-dugopolje-McBt9dhD/,Lucko,Dugopolje,19 May 2018,2:0,1:0,1.66,4.06,4.12,,3.48,4.44,1.43,2.48,1.47,2.38,,,,,1.94,1.80,1.95,1.76,,,,,2.49,1.39,2.58,1.37,1.25,3.10,1.17,3.85,,,,,,,,,1.90,1.90,1.02,1.91,2.29,1.58,1.78,1.30,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.85,1.87,1.85
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/kustosija-lucko-vHYVAc63/,Kustosija,Lucko,21 Apr 2018,1:0,0:0,2.33,3.15,2.90,,3.20,2.79,1.60,2.15,1.62,2.12,,,,,2.19,1.62,2.15,1.65,,,,,,,,,1.68,2.11,,,1.95,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.88,1.95,1.78
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/kustosija-dragovoljac-00G37qH8/,Kustosija,Dragovoljac,05 May 2018,1:2,0:1,2.10,3.28,3.14,,3.15,3.01,1.52,2.26,1.52,2.26,,,,,2.04,1.69,2.10,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,2.00,,2.00
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/lucko-sesvete-xvNaWVys/,Lucko,Sesvete,07 Oct 2017,2:0,2:0,2.41,3.02,2.81,,,2.74,1.80,2.00,1.80,2.00,,,,,2.36,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.73,2.00,1.74
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/varazdin-kustosija-0GSpJRpQ/,Varazdin,Kustosija,26 Aug 2017,1:1,,1.38,3.96,6.80,,4.00,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,3.96,,4.00
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/hajduk-split-novigrad-fcIlJt3G/,Hajduk Split 2,Novigrad,18 Nov 2017,5:1,2:0,1.51,3.74,5.70,,3.96,6.70,1.66,2.08,1.66,2.08,,,,,2.17,1.62,2.20,1.65,,,,,3.30,1.29,3.30,1.29,1.20,4.02,,,,,,,,,,,,,,,2.08,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.57,2.28,1.57
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/hajduk-split-dragovoljac-G08YAIN0/,Hajduk Split 2,Dragovoljac,13 May 2018,1:1,0:0,1.88,3.56,3.58,,3.50,4.00,1.46,2.40,1.46,2.40,,,,,1.94,1.79,1.95,1.75,,,,,2.55,1.37,2.04,2.04,1.43,2.70,1.03,2.75,1.83,1.98,1.18,2.11,,,,,,,,,2.85,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,2.00,1.78,1.94
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sesvete-lucko-fVgvQlG0/,Sesvete,Lucko,14 Mar 2018,2:0,1:0,1.90,3.17,4.02,,3.20,3.94,1.97,1.83,1.77,1.94,,,,,2.52,1.49,2.38,1.55,,,,,3.60,1.24,110.00,110.00,1.37,2.94,1.22,2.85,,,,,1.98,1.83,1.51,1.89,,,,,3.05,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30,1.62,2.15,1.64
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dinamo-zagreb-kustosija-lb84CGTA/,NK Dinamo Zagreb 2,Kustosija,04 Sep 2017,2:1,0:1,1.23,5.20,11.00,1.23,5.50,9.30,1.60,2.21,1.46,2.55,,,,,2.08,1.68,1.95,1.85,,,,,3.00,1.33,2.60,1.44,1.02,10.00,1.01,10.61,,,,,,,,,,,,,1.34,2.70,1.60,1.80,,,,,,,,,,,,,,,,,,,,,,,,,2.88,1.40,,1.50
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dugopolje-dinamo-zagreb-UFh2DHV1/,Dugopolje,NK Dinamo Zagreb 2,27 Sep 2017,1:1,1:1,2.33,3.02,3.06,,3.20,2.78,1.75,1.97,1.74,1.98,,,,,2.30,1.56,2.35,1.58,,,,,3.50,1.25,110.00,110.00,1.65,2.11,1.31,1.97,2.08,1.73,1.71,1.70,,,,,,,,,3.80,1.23,,,,,,,,,,,,,,,,,,,1.12,5.30,,,,,,,2.00,1.73,2.00,1.74
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/varazdin-sibenik-MkkfFw1k/,Varazdin,Sibenik,27 Sep 2017,0:0,0:0,1.75,3.38,4.08,,,4.50,1.60,2.20,1.60,2.20,,,,,2.12,1.65,2.15,1.68,,,,,2.93,1.34,110.00,110.00,1.28,3.32,1.01,3.20,,,,,1.77,2.02,1.54,2.26,,,,,2.38,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.73,2.00,1.74
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/dinamo-zagreb-hnk-gorica-2glTWapK/,NK Dinamo Zagreb 2,Gorica,20 May 2018,1:0,0:0,1.98,3.52,3.32,,3.30,2.80,1.34,3.00,1.34,3.00,,,,,1.69,2.09,,,,,,,2.20,1.59,2.16,1.60,1.48,2.54,1.38,2.16,1.80,2.00,1.54,1.80,,,,,,,,,3.30,1.29,,,,,,,,,,,,,,,,,,,1.16,4.60,,,,,,,1.60,2.25,,2.21
Croatia Prva NL,2017-2018,https://www.oddsportal.com/football/croatia/2-hnl-2017-2018/sesvete-sibenik-nNopmfEd/,Sesvete,Sibenik,20 Apr 2018,3:2,2:0,1.59,3.88,5.00,,3.40,4.14,1.33,3.00,1.63,2.14,,,,,1.76,1.95,2.20,1.65,,,,,2.17,1.61,3.20,1.31,1.20,4.00,1.01,4.21,,,,,,,,,1.80,2.00,1.47,2.08,1.63,1.87,3.05,1.43,,,,,,,,,,,,,,,,,,,,,,,,,2.09,1.82,,1.67
