League,Season,URL,Home,Away,Date,Final_Result,HT_Result,1X2_Close_1,1X2_Close_X,1X2_Close_2,1X2_Open_1,1X2_Open_X,1X2_Open_2,OU_2_Over_Close,OU_2_Under_Close,OU_2_Over_Open,OU_2_Under_Open,OU_2_25_Over_Close,OU_2_25_Under_Close,OU_2_25_Over_Open,OU_2_25_Under_Open,OU_2_5_Over_Close,OU_2_5_Under_Close,OU_2_5_Over_Open,OU_2_5_Under_Open,OU_2_75_Over_Close,OU_2_75_Under_Close,OU_2_75_Over_Open,OU_2_75_Under_Open,OU_3_Over_Close,OU_3_Under_Close,OU_3_Over_Open,OU_3_Under_Open,AH_0_Home_Close,AH_0_Away_Close,AH_0_Home_Open,AH_0_Away_Open,AH_minus_0_25_Home_Close,AH_minus_0_25_Away_Close,AH_minus_0_25_Home_Open,AH_minus_0_25_Away_Open,AH_minus_0_5_Home_Close,AH_minus_0_5_Away_Close,AH_minus_0_5_Home_Open,AH_minus_0_5_Away_Open,AH_minus_0_75_Home_Close,AH_minus_0_75_Away_Close,AH_minus_0_75_Home_Open,AH_minus_0_75_Away_Open,AH_minus_1_Home_Close,AH_minus_1_Away_Close,AH_minus_1_Home_Open,AH_minus_1_Away_Open,AH_minus_1_25_Home_Close,AH_minus_1_25_Away_Close,AH_minus_1_25_Home_Open,AH_minus_1_25_Away_Open,AH_plus_0_25_Home_Close,AH_plus_0_25_Away_Close,AH_plus_0_25_Home_Open,AH_plus_0_25_Away_Open,AH_plus_0_5_Home_Close,AH_plus_0_5_Away_Close,AH_plus_0_5_Home_Open,AH_plus_0_5_Away_Open,AH_plus_0_75_Home_Close,AH_plus_0_75_Away_Close,AH_plus_0_75_Home_Open,AH_plus_0_75_Away_Open,AH_plus_1_Home_Close,AH_plus_1_Away_Close,AH_plus_1_Home_Open,AH_plus_1_Away_Open,AH_plus_1_25_Home_Close,AH_plus_1_25_Away_Close,AH_plus_1_25_Home_Open,AH_plus_1_25_Away_Open,BTTS_Yes_Close,BTTS_No_Close,BTTS_Yes_Open,BTTS_No_Open
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/imotski-rudes-CYtQgEXf/,Imotski,Rudes,07 Apr 2015,0:0,0:0,1.72,3.50,4.00,,3.25,2.74,,,,,,,,,2.13,1.71,1.75,1.96,,,,,3.10,1.33,2.30,1.55,1.53,2.36,,,,,,,1.63,2.25,,,,,,,2.50,1.47,,,,,,,,,,,,,,,,,,,1.11,5.70,,,,,,,3.20,1.30,,1.25
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/imotski-dragovoljac-xtKZ1lmT/,Imotski,Dragovoljac,23 May 2015,0:0,0:0,6.10,4.65,1.35,,4.30,1.41,1.52,2.37,1.52,2.37,,,,,2.05,1.75,2.05,1.75,,,,,2.80,1.38,2.80,1.38,6.70,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,1.58,,,1.80,2.00,,,6.70,1.07,4.50,1.17
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dragovoljac-zapresic-0Yop3IA8/,Dragovoljac,Zapresic,01 Apr 2015,1:2,1:1,3.50,3.25,1.90,3.30,,2.00,1.52,2.36,1.52,2.36,,,,,2.10,1.70,2.10,1.70,,,,,2.80,1.38,2.80,1.38,2.50,1.50,,,,,,,,,,,,,,,5.30,1.12,,,,,,,,,,,1.75,2.05,,,,,,,1.34,3.00,,,,,,,6.80,1.07,,1.07
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/sesvete-dugopolje-KvnOqkRp/,Sesvete,Dugopolje,09 May 2015,3:0,,1.58,3.60,4.90,1.59,3.60,4.85,,,,,,,,,,,,,,,,,,,,,1.28,3.50,,,,,,,,,,,1.85,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.95,1.85,1.95
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/rudes-bistra-K0NbdSAj/,Rudes,Bistra,23 May 2015,1:0,1:0,1.67,3.50,4.20,1.68,3.50,4.20,1.56,2.28,1.56,2.28,2.02,1.77,2.02,1.77,2.30,1.60,2.06,1.68,,,,,3.00,1.35,3.00,1.35,1.28,3.50,,,,,,,1.73,2.08,,,,,,,2.20,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90,1.36,,1.36
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dugopolje-dragovoljac-0Ii5j0r0/,Dugopolje,Dragovoljac,19 Apr 2015,0:0,0:0,1.64,3.40,4.60,1.63,3.50,4.60,,,,,,,,,,,,,,,,,,,,,1.30,3.40,,,,,,,,,,,1.92,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,1.87,1.92,1.87
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/imotski-cibalia-KfCvqES5/,Imotski,Cibalia,21 Mar 2015,1:0,,2.30,3.20,2.74,2.30,2.30,2.30,,,,,1.95,1.85,1.95,1.85,2.20,1.65,2.20,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,2.05,1.75,2.05
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/lucko-rudes-xd8cHTnG/,Lucko,Rudes,30 May 2015,1:1,1:1,1.41,4.30,5.90,1.41,4.30,5.90,,,,,,,,,,,,,,,,,,,,,1.16,4.50,,,,,,,,,,,,,,,,,,,2.05,1.75,,,,,,,,,,,,,,,,,,,,,,,2.05,1.75,2.05,1.75
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/lucko-segesta-Srn3B1KP/,Lucko,Segesta,26 Apr 2015,1:1,1:0,1.68,3.40,4.40,,3.40,4.40,1.77,2.02,1.77,2.02,,,,,2.35,1.57,2.25,1.62,,,,,,,,,1.33,3.25,,,,,,,,,,,2.00,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.80,2.00,1.80
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/zapresic-dugopolje-Y3BtLBmi/,Zapresic,Dugopolje,23 May 2015,1:1,0:0,1.23,5.40,8.00,1.29,5.00,7.20,,,,,,,,,1.95,1.85,2.15,1.67,,,,,,,,,1.07,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,7.50,,6.50
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dugopolje-lucko-bkLV2UXM/,Dugopolje,Lucko,17 May 2015,0:0,0:0,1.74,3.30,4.25,1.74,3.30,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.80,,1.93
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/cibalia-bistra-rw1orHYr/,Cibalia,Bistra,29 Mar 2015,1:2,,1.50,3.60,6.00,1.50,3.60,6.00,,,,,,,,,2.15,1.67,2.15,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.80,,1.80
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/cibalia-segesta-n7FpKV2c/,Cibalia,Segesta,23 May 2015,2:4,,5.00,3.95,1.49,2.42,3.10,2.68,1.36,2.90,1.36,2.90,,,,,2.05,1.75,1.75,1.96,,,,,2.30,1.55,2.30,1.55,3.50,1.28,,,,,,,,,,,,,,,4.80,1.15,,,,,,,,,,,,,,,2.00,1.80,,,1.81,1.88,,,,,,,9.80,1.02,4.50,1.16
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/cibalia-zapresic-G8Kj2csC/,Cibalia,Zapresic,09 May 2015,2:1,,2.77,3.20,2.27,2.58,3.20,2.42,,,,,1.90,1.90,1.90,1.90,2.15,1.67,2.15,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,1.70,1.98,1.83
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dragovoljac-lucko-YPOV6LSt/,Dragovoljac,Lucko,01 May 2015,0:0,0:0,1.92,3.10,3.70,1.92,3.10,3.70,1.45,2.55,1.45,2.55,1.90,1.90,1.90,1.90,2.17,1.65,1.90,1.80,,,,,2.65,1.43,2.65,1.43,,,,,,,,,2.00,1.80,,,,,,,2.80,1.39,,,,,,,,,,,,,,,,,,,1.11,5.60,,,,,,,3.50,1.26,,1.26
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/imotski-sesvete-dpoElvDC/,Imotski,Sesvete,25 Apr 2015,1:1,,2.42,3.20,2.58,,3.20,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.95,1.85,1.95
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/imotski-dugopolje-KbpYih27/,Imotski,Dugopolje,11 Apr 2015,3:1,,2.12,3.20,3.06,2.12,3.20,3.06,,,,,1.95,1.85,1.95,1.85,2.20,1.65,2.20,1.65,,,,,,,,,1.57,2.25,,,1.90,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,1.90,1.90,1.90
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dugopolje-lucko-G2ghXGTg/,Dugopolje,Lucko,08 Mar 2015,1:1,,1.36,4.20,7.00,1.40,4.00,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,1.75,,1.73
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/zapresic-rudes-OSIVpzbg/,Zapresic,Rudes,20 Mar 2015,2:1,,1.55,3.60,5.20,,3.40,4.20,,,,,,,,,,,,,,,,,,,,,1.20,4.30,,,,,,,,,,,,,,,1.95,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,1.85,1.95,1.85
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dragovoljac-cibalia-UV4kJkI3/,Dragovoljac,Cibalia,30 May 2015,2:1,1:0,1.45,4.50,4.90,,4.75,6.30,,,,,,,,,,,,,,,,,,,,,1.20,4.30,,,,,,,,,,,1.85,1.95,,,,,,,2.00,1.80,,,,,,,,,,,,,,,,,,,,,,,2.00,1.80,1.90,1.90
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/rudes-segesta-MqQ68Y3o/,Rudes,Segesta,10 May 2015,4:0,,1.60,3.65,4.70,,3.60,4.60,,,,,2.00,1.80,2.00,1.80,2.25,1.62,2.30,1.60,,,,,,,,,1.25,3.75,,,,,,,1.68,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,2.15,1.68,2.15
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/zapresic-bistra-Kz2o1duL/,Zapresic,Bistra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/dugopolje-bistra-xILn3wS5/,Dugopolje,Bistra,03 May 2015,0:0,0:0,1.41,4.00,6.80,1.41,4.00,6.80,,,,,,,,,,,,,,,,,,,,,1.14,5.00,,,,,,,,,,,,,,,1.70,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,2.10,1.70,2.10
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/zapresic-sesvete-80SI5Wm4/,Zapresic,Sesvete,15 May 2015,3:0,,2.01,3.10,3.35,2.02,3.10,3.40,1.30,3.20,1.30,3.20,,,,,1.80,2.00,1.65,2.10,,,,,2.09,1.66,2.09,1.66,1.50,2.50,,,,,,,1.98,1.83,,,,,,,2.60,1.44,,,,,,,,,,,,,,,,,,,1.12,5.20,,,,,,,3.30,1.29,,1.29
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/hnk-gorica-lucko-8KCQcrjQ/,Gorica,Lucko,17 Apr 2015,0:2,0:1,1.51,3.60,5.80,1.45,3.60,6.80,1.56,2.28,1.55,2.30,2.00,1.80,2.00,1.80,2.25,1.62,2.07,1.72,,,,,3.00,1.35,2.90,1.35,1.16,4.50,,,,,,,,,,,,,,,1.88,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.57,2.20,1.60
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/rudes-dugopolje-j34gte3e/,Rudes,Dugopolje,01 Apr 2015,1:0,0:0,1.83,3.30,3.75,,3.40,4.00,1.59,2.20,1.59,2.20,1.97,1.82,1.95,1.85,2.20,1.64,2.20,1.65,,,,,3.10,1.33,3.10,1.33,1.40,2.74,,,,,,,1.93,1.88,,,,,,,2.20,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90,1.36,,1.36
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/imotski-lucko-tUEJncQR/,Imotski,Lucko,29 Mar 2015,2:0,1:0,1.62,3.40,5.00,1.62,3.40,,,,,,,,,,2.15,1.67,2.15,1.68,,,,,,,,,,,,,,,,,,,,,1.93,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,1.88,,1.88
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/hnk-gorica-lucko-OSd0Vfb6/,Gorica,Lucko,13 Mar 2015,1:1,,1.28,4.50,8.50,,4.30,7.50,,,,,,,,,,,,,,,,,,,,,1.06,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,8.00,,6.00
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/sesvete-hnk-gorica-tAOfc8ep/,Sesvete,Gorica,23 May 2015,3:1,,1.50,4.00,4.90,2.27,3.00,2.97,1.40,2.75,1.40,2.75,,,,,1.95,1.85,1.80,1.90,,,,,2.40,1.50,2.40,1.50,1.30,3.40,,,,,,,,,,,1.90,1.90,,,1.59,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,1.70,3.70,
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/lucko-bistra-0zPA7hJi/,Lucko,Bistra,10 May 2015,1:0,,1.74,3.40,4.10,,3.40,4.10,,,,,2.05,1.75,2.05,1.75,2.35,1.57,2.35,1.57,,,,,,,,,1.33,3.25,,,,,,,1.80,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,2.00,1.80,2.00
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/hnk-gorica-rudes-nTSZ5urm/,Gorica,Rudes,01 May 2015,0:0,0:0,1.51,3.70,5.40,,3.60,4.85,1.56,2.28,1.56,2.28,1.90,1.90,1.90,1.90,2.15,1.67,2.06,1.68,,,,,3.00,1.35,3.00,1.35,1.22,4.00,,,,,,,,,,,,,,,2.00,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,1.47,2.55,1.47
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/sesvete-dragovoljac-CC5ksylk/,Sesvete,Dragovoljac,29 Mar 2015,2:0,,1.57,3.40,5.50,1.57,3.40,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,1.98,,1.98
Croatia Prva NL,2014-2015,https://www.oddsportal.com/football/croatia/2-hnl-2014-2015/lucko-bistra-h8AnshcI/,Lucko,Bistra,22 Mar 2015,1:0,1:0,2.10,3.20,3.10,,3.20,3.10,,,,,1.95,1.85,1.95,1.85,2.20,1.65,2.20,1.65,,,,,,,,,1.61,2.20,,,1.95,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,1.85,1.95,1.85
